OBJECTID,DAQ_ID,COMPANY,ADDRESS1,ADDRESS2,ADDRESS3,CITY,COUNTY,EASTING,NORTHING,YEAR,CARBON_MONOXIDE,OXIDES_NITROGEN,AMMONIA,PARTICULATE_MATTER_PM10,OXIDES_SULFUR,PM25,VOLATILE_ORGANIC_COMPOUNDS,x,y
1295,10124,Silver Eagle Refining - Woods Cross Inc.- Petroleum Products Refining,2355 So. 1100 West,,,Woods Cross,Davis,423200,4524300,2023,32.90947499,24.43550426,1.06782288,3.33014925,,2.77293748,47.54732373,-12457912.87,4992621.122
1296,10156,Utility Trailer Manufacturing Company: Trailer Manufacturing Facility,1111 South 1000 West.,,,Clearfield,Davis,412468,4550241,2023,2.44140777,3.04545642,0.00749455,0.72172119,,0.7147361,29.0127157,-12472495.9,5026915.389
1297,10369,"Bimbo Bakeries USA, Inc.- Salt Lake City Bakery",3475 S 300 W,PO Box 65487,,Salt Lake City,Salt Lake,424100,4505200,2023,2.409582,2.86855,0.03604348,0.5169227,,0.2180098,9.47777025,-12456465.78,4967341.333
1298,10532,Western Metals Recycling- Metal Shredder Recovery,4201 West 700 South,,,Salt Lake City,Salt Lake,416364,4511898,2023,1.80713158,3.73785238,0.00034888,3.82382952,,1.73684102,18.95570849,-12466756.55,4976093.169
1299,10706,Dugway Proving Ground - U.S. Army - Dugway Proving Ground,5450 Doolitte Avenue,,,Dugway,Tooele,334995,4449204,2023,62.10021452,127.6691043,0.1366037,201.0642725,,27.537153,18.36474647,-12572200.65,4891696.873
1300,10892,"St. George City Power Red Rock, Millcreek and Bloomington Power Generation Stations",695 E. Skyline Dr.,,,St. George,Washington,271768,4110596,2023,11.38969425,30.76909414,,4.20411914,,4.19810708,1.60979342,-12642409.85,4454994.892
1301,10925,JBT Corporation - Jetway Systems,3100 South Pennsylvania Avenue,,,Ogden,Weber,415412,4562320,2023,7.02479538,6.80902597,0.20104712,1.02943118,,0.77054469,38.55444196,-12468779.65,5043046.024
1302,12495,Utah Municipal Power Agency: West Valley Power Plant,5935 West 4700 South,,,West Valley City,Salt Lake,412828,4502036,2023,41.117805,80.50197449,,28.3960611,,28.3960611,9.03511035,-12471266.2,4962994.329
1303,14197,"3form Material Solutions, Inc. - Ecoresin Panels Plant",955 S 3800 W,,,Salt Lake City,Salt Lake,417305,4511293,2023,0.29341725,0.3565595,0.00163366,6.60018098,,6.60018098,1.1101185,-12465506.9,4975306.379
1304,15960,"Wardell Brothers Construction, Inc. - Devils Hollow Pit",2401 West Old Highway Road,,,Morgan,Morgan,439593,4549411,2023,2.00424794,7.45530784,,4.30574898,,2.36392051,0.28566716,-12436533.37,5026176.267
1305,11284,Hill Air Force Base- Utah Test and Training Range,West side of Great Salt Lake,North of I-80,,Clive,Box Elder,337212,4546042,2017,5.03574393,14.17308014,0.08424594,170.4416813,,62.61981409,3.52034903,-12572090.56,5019622.324
1306,13308,Intermountain Health Care- Intermountain Medical Center - Murray,5121 South Cottonwood Street,,,Murray,Salt Lake,424612,4501039,2023,11.01014069,3.28875818,0.34500355,0.89705354,,0.89607089,0.75674847,-12455735.66,4961846.812
1307,16019,"Geofortis Utah, LLC - Tooele Pozzolans Processing Plant",K Avenue & Feldspar St,,,Tooele,Tooele,387028,4487766,2023,3.8532,3.6504,,6.8297472,,6.82956,0.0156,-12504951.5,4943692.89
1308,10654,United States Gypsum Company - Sigurd Plant,78 N State St,,,Sigurd,Sevier,416395,4299366,2023,18.73,10.735,0.33,21.77394,,10.90001,5.0248,-12463699.8,4698654.83
1309,15875,"Ames Construction, Inc.- Erda Aggregate Pit",500 Village Boulevard,,,Erda,Tooele,391334,4499034,2023,1.84496251,6.14534307,0.0313635,3.78937007,,0.75868092,0.23898417,-12499508.97,4958652.376
1310,11794,Petersen Inc.- Steel Fabrication Plant,1527 North 2000 West,,,Ogden,Weber,413729,4571203,2023,2.10713209,1.00066511,0.00405,0.10379997,,0.01409997,2.81577682,-12471153.83,5054865.228
1311,10121,Hill Air Force Base- Main Base,75 CEG/CEIE,"7290 Weiner Street, Building 383",,Hill Air Force Base,Davis,416588,4553000,2023,127.197219,105.68293,1.90251,16.527514,,11.314944,119.691243,-12467077.12,5030651.386
1312,10238,PacifiCorp- Huntington Power Plant,P. O. Box 680,,,Huntington,Emery,493130,4358840,2023,2763.805692,4353.792515,0.50732175,426.7949355,,195.5814708,47.72063069,-12365342.89,4776107.655
1313,10271,Southern Utah University- Cedar City Campus,385 South 1275 West,,,Cedar City,Iron,317343,4171910,2023,10.82754,8.3305,0.403849,1.00350111,,1.00347611,0.749846,-12587033.97,4533786.559
1314,10273,Ashdown Brothers Construction- Asphalt Plant Crusher Concrete Plant,1134 N. Lund Hwy,,,Cedar City,Iron,316960,4174630,2023,7.56201,5.64287,,3.55280634,,1.4054796,0.44413,-12587593.2,4537222.293
1315,10290,Black Iron LLC - Comstock Iron Mine,2480 South Comstock Spur,,,Cedar City,Iron,292400,4169000,2023,34.12989869,33.00861828,0.00453854,51.77783826,,6.64515675,1.6333561,-12618404.82,4529355.465
1316,10348,Murray City Power Department- Electrical Generation Plant,157 W 4800 S,,,Murray,Salt Lake,424411,4501981,2023,7.57179864,4.74764823,,0.60898193,,0.60895998,0.19592721,-12456012.92,4963089.3
1317,10355,Pacificorp Energy- Gadsby Power Plant,1407 West North Temple (rear),,,Salt Lake City,Salt Lake,421582,4513486,2023,227.0182352,157.0758192,6.17968578,28.28954006,,13.95624939,9.99044803,-12459898.5,4978270.929
1318,10375,"The Quikrete Companies Quikrete - Utah, Dry-Mix Concrete Bagging Plant",490 West 3300 South,,,Salt Lake City,Salt Lake,423500,4505900,2023,0.34296548,0.31348045,,0.97225965,,0.6260859,0.50836542,-12457265.73,4968258.982
1319,10425,Boeing Company (The) - Aircraft Parts Manufacturing Plant,1215 N 2200 W,,,Salt Lake City,Salt Lake,419432,4516472,2023,0.84828269,0.64662779,0.0321792,0.07672553,,0.07672299,5.09434779,-12462776.9,4982194.447
1320,10482,"Fashion Cabinet Manufacturing, Inc.",5440 W Axel Park Road,,,West Jordan,Salt Lake,413605,4492186,2023,0.96688404,0.59256947,0.02200091,0.04172862,,0.04172862,34.45298197,-12470092.62,4949994.386
1321,10814,Sunroc Corporation- Santaquin Aggregate Facility,0.5 Miles West of Highway 91,"(2.5 Miles South of Santaquin, UT)",,Santaquin,Utah,430621,4421647,2023,4.3733469,17.52854191,0.046374,10.28055124,,3.56576752,0.61583433,-12446865.34,4857532.505
1322,10847,"Hydro Extrusion USA, LLC - Unrecycled Aluminum Scrap Production",1550 Hydro Way,,,Spanish Fork,Utah,444950,4442300,2023,18.30334904,16.73320499,0.11631865,5.77413021,,4.02345892,2.64269615,-12428390.92,4884738.509
1323,11408,Texas Instruments Incorporated (TI),4000 North Flash Drive,,,Lehi,Utah,429463,4476787,2023,22.04853734,17.40280603,5.9779984,9.30949529,,4.74631764,6.48734949,-12449047.1,4929905.122
1324,11798,G & K Services Incorporated- Industrial Laundry,1671 South 4370 West,,,Salt Lake City,Salt Lake,416009,4509703,2023,0.90461883,3.36708877,0.00229152,0.07071208,,0.07071208,1.59556513,-12467191.84,4973182.897
1325,12512,Kern River Gas Transmission Company- Veyo Compressor Station,"Section 33&4, T39&40 S, R17W",37-20-48 N Lat & 113-45-46 W Long,,Veyo,Washington,255170,4137010,2023,17.43419239,61.6495939,,6.00791278,,6.00791278,5.23898889,-12664148.85,4487659.067
1326,12514,Kern River Gas Transmission Company- Elberta Compressor Station,"SE1/4  SW1/4  Sect 7, T10S, R1","W;39-57-13 Lat, 111-59-10 W Lo",,Elberta,Utah,415772,4423002,2023,10.71028728,25.2965039,0.00704898,3.93981998,,3.93981998,4.09098107,-12466230.85,4859109.289
1327,12524,PacifiCorp Energy: Currant Creek Power Plant,2096 West 300 North,off State Hwy 54,,Mona,Juab,423600,4408100,2023,39.80328684,117.0779135,92.55269503,41.9289127,,41.92886058,22.53232429,-12455836.47,4839740.624
1328,12538,"Liberty Safe and Security Products, Inc.- Payson Manufacturing Plant",1199 West Utah Ave,,,Payson,Utah,435790,4432190,2023,1.04682,2.460027,0.14289818,0.4791998,,0.2986558,9.71558775,-12440246.6,4871392.299
1329,12555,Vestar - Gateway Shopping Plaza Blocks A&B,475 West 100 South,,,Salt Lake City,Salt Lake,423655,4513517,2023,3.37871832,4.10793466,0.128412,0.30521988,,0.30516147,0.22313817,-12457164.91,4978340.655
1330,12596,Kern River Gas Transmission Company- Salt Lake City Compressor Station,5051 W 150 S,,,Salt Lake City,Salt Lake,414616,4512908,2023,3.97438331,20.44630164,0.00426219,2.57353659,,2.57353659,1.61024378,-12469076.39,4977403.314
1331,13014,"UGC Midstream LTC, LLC - Harley Dome NGL Extraction Facility",Grand County,,,Harley Dome,Grand,662540,4340821,2023,1.51216467,6.97363177,,0.24524088,,0.20924088,9.85009584,-12146919.56,4750570.065
1332,13050,Universal Industrial Sales Incorporated- Galvanizing Facility,1065 West 400 North,,,Lindon,Utah,436966,4466113,2023,1.6635615,2.022868,0.062176,0.87044753,,0.79338464,8.2001941,-12439082.24,4915939.264
1333,13128,"Anesta, LLC Pharmaceuticals Manufacturing Plant",4745 Wiley Post Way,,,Salt Lake City,Salt Lake,415290,4514090,2020,4.6078995,6.338126,0.165304,4.2217913,,4.2217913,0.31547731,-12468205.72,4978978.842
1334,13140,"Geneva Rock Products, Inc. Payson Concrete Batch Plant",1600 North Main Street,,,Payson,Utah,437500,4434900,2023,1.03157508,1.79333788,0.02224,0.5331109,,0.17831801,0.12036252,-12438044.61,4874961.395
1335,14155,Sunroc Corporation- Salem Aggregate Facility,790 South 1700 East,,,Salem,Utah,445420,4432580,2023,3.6068995,14.77677749,0.04071686,4.98382628,,0.92330312,0.48446279,-12427685.55,4872001.788
1336,14180,eBay Inc.: SLC Data Center,6614 West Crimson View Drive,,,South Jordan,Salt Lake,411299,4490858,2023,1.74077699,13.87732849,0.1387731,0.25856202,,0.25828158,0.52956984,-12473104.28,4948205.661
1337,15965,"Maverick Crushing, LLC - Genola Aggregate Pit",450 E Highway 6,,,Genola,Utah,429678,4425342,2023,6.40475,1,0.1595,5.9917555,,1.197921,0.67815,-12448138.41,4862355.603
1338,15984,"CMC Rock, LLC - Pelican Point Aggregate Plant","Mile Marker 20, Highway 68",,,Utah County,Utah,424959,4451901,2023,0.008911,0.0413658,9.585E-05,19.99893055,,3.06313346,0.0033768,-12454632.85,4897113.456
1339,15992,"Bullfrog International, L.C. - Herriman Spa Manufacturing Plant",7017 W 11800 S,,,Herriman,Salt Lake,410496,4487795,2023,2.40826881,4.19239612,0.08511366,0.21742379,,0.21742379,27.00127319,-12474111.75,4944151.005
1340,10122,"Big West Oil, LLC- Big West Oil Refinery",333 W Center St,,,North Salt Lake,Davis,422500,4521000,2023,192.8470706,112.9765653,26.99680747,15.12853406,,14.83176811,295.8426435,-12458791.68,4988236.975
1341,10123,"HF Sinclair Woods Cross Refining, LLC",393 South 800 West,,,Woods Cross,Davis,424000,4526227,2023,285.5232638,118.9969388,7.67154167,19.44783733,,19.21160465,142.0602205,-12456882.46,4995187.429
1342,10354,University of Utah- University of Utah Facilities,125 S Fort Douglas Blvd.,Building 605,,Salt Lake City,Salt Lake,429205,4512688,2023,37.01304334,32.25529206,2.19571872,9.384142,,9.38378186,11.593105,-12449834.62,4977316.128
1343,11297,"Frito-Lay, Inc. Salty Snack Plant",6301 West 4700 South,,,West Valley City,Salt Lake,412120,4502300,2023,7.00439436,8.05333815,0.36056427,10.56993543,,10.56993543,1.78651312,-12472202.58,4963332.286
1344,10716,US Magnesium LLC- Rowley Plant,"15 Miles North Exit 77, I-80",,,Rowley,Tooele,354141,4530490,2023,27.51466993,69.27524307,1.8495384,8.8787897,,7.47098175,9.75885374,-12549268.2,4999446.855
1345,14326,"Sawtooth Caverns, LLC - Sawtooth NGL Storage Facility",9650 N 540 E,,,Delta,Millard,365044,4372053,2023,0.16,0.22,0.00031961,0.00376517,,0.0037395,5.22546604,-12531159.37,4791744.671
1346,10491,Holcim Solutions and Products US LLC - Foam Insulation Manufacturing Facility,3790 Great Lakes Drive,,,West Valley City,Salt Lake,417500,4507000,2023,1.68577,2.00925,0.00715033,1.330903,,0.150903,58.93025875,-12465186.84,4969628.933
1347,11234,Staker & Parson Companies- Point of the Mountain Facilities,3.5 Miles South of Bluffdale Exit 291,,,Bluffdale,Salt Lake,423193,4480340,2023,25.97655101,30.87618789,0.0677248,26.19781145,,7.75567125,18.10976687,-12457323.72,4934506.093
1348,10406,Snowbird Resort LLC- Snowbird Ski and Summer Resort,Cliff Lodge,,,Snowbird,Salt Lake,443900,4491800,2023,11.76231309,25.65249702,0.09345844,1.32125847,,1.30384668,4.83838479,-12430247.18,4949867.026
1349,10571,Kennecott Utah Copper LLC: Mine & Copperton Concentrator,8362 W 10200 S,,,Bingham Canyon,Salt Lake,407000,4493000,2023,1007.140202,2988.852022,1.7849848,598.0622841,,174.6192397,150.3567556,-12478791.59,4950964.087
1350,11309,Asphalt Systems Incorporated - Asphalt Mixing Plant,2775 West 1500 South,,,Salt Lake City,Salt Lake,418960,4510050,2023,0.51534,0.6135,0.00300615,0.057226,,0.057226,7.7065788,-12463306.96,4973685.546
1351,10152,"ATK Space Systems, Inc- Clearfield Manufacturing Facility",Freeport Center 14th Street,,,Clearfield,Davis,414000,4550000,2023,7.80512528,8.24046293,0.2612116,0.64206496,,0.6362346,28.57595066,-12470461.83,5026619.374
1352,14063,"3form Material Solutions, Inc.- Plastic Laminate Plant",2300 S 2300 W,,,Salt Lake City,Salt Lake,419752,4508043,2023,0.69463682,0.84470819,0.00728347,1.57177022,,1.57177022,3.87606138,-12462234.25,4971041.355
1353,10010,Staker & Parson Companies Brigham City South Pit,620 E 500 S,,,Brigham City,Box Elder,416400,4594700,2023,2.67435437,12.33323577,0.05860669,4.24090695,,1.31407981,0.98202407,-12467964.55,5086308.79
1354,10011,Staker & Parson Companies- Brigham City Aggregate Plant & Pit,33 South 900 East,,,Brigham City,Box Elder,416739,4595739,2023,18.57956936,20.1915929,0.00656,34.66601472,,8.5647577,4.74877536,-12467528.46,5087704.934
1355,10042,Staker & Parson Companies- McGuire Pit Crushing Operation,8211 South,U.S. HWY 89,,Willard,Box Elder,414660,4579610,2023,2.84102837,6.74096595,,13.14572659,,2.19470539,0.49842095,-12470047.75,5066103.282
1356,10051,"Swift Beef Company, Inc.- Hyrum Meat Packing Plant",410 North 200 West,,,Hyrum,Cache,428430,4610460,2023,49.0305987,27.66518526,1.75107017,4.17907116,,2.98496002,3.64213687,-12452130.67,5107602.261
1357,10119,Chevron Products Co - Salt Lake Refinery,685 S Chevron Way,,,North Salt Lake,Davis,422270,4519770,2019,258.2708885,292.2368912,9.755916,52.89979041,,36.0802792,345.0573424,-12459078.25,4986603.795
1358,10153,Zero Manufacturing Incorporated- Aluminum Case & Container Manufacturing Plant,500 West 200 North,,,North Salt Lake,Davis,422640,4521860,2023,2.24616,2.674,0.085568,0.905974,,0.905974,5.19757,-12458618.75,4989378.74
1359,10240,Castle Valley Mining LLC- Bear Canyon Mine,"Eleven miles west of Huntington, Utah on state Highway 31",,,Huntington,Emery,491700,4361900,2023,2.97594426,4.95530353,,1.12962972,,0.47646135,0.66402382,-12367195.37,4780077.561
1360,10303,Ash Grove Cement Company - Leamington Cement Plant,Hwy 132,,,Leamington,Juab,397000,4379850,2023,2455.205954,1122.560766,40.85681446,84.65088868,,36.66992779,48.09621702,-12489937.65,4802519.619
1361,10327,Intermountain Power Service Corporation- Intermountain Generation Station,850 West Brush Wellman Road,,,Delta,Millard,364200,4374400,2023,545.7977125,5017.26491,0.9829196,588.3328476,,546.1684076,65.7161966,-12532304.78,4794775.178
1362,10343,Asphalt Materials Incorporated- West Jordan Plant,7961 S. 1300 W.,PO Box 5,,West Jordan,Salt Lake,421537,4495232,2023,12.648,3.467,,7.5633,,4.27711,3.9491,-12459703.78,4954132.303
1363,10346,Kennecott Utah Copper LLC - Smelter & Refinery,12000 West 2100 South,,,Magna,Salt Lake,399000,4508000,2023,81.38471836,97.81665565,3.7194894,331.3203584,,232.6496767,8.19989824,-12489580.58,4970649.075
1364,10377,BD Medical - Medical Device Fabricating and Drug Manufacturing Plant,9450 South State Street ,,,Sandy,Salt Lake,424505,4492433,2023,3.50661903,5.66348711,,0.65323972,,0.65323972,16.11331169,-12455761.69,4950476.735
1365,10377,BD Medical - Medical Device Fabricating and Drug Manufacturing Plant,9450 South State Street ,,,Sandy,Salt Lake,424505,4492433,2022,,6.03865789,,,,,17.40387194,-12455761.69,4950476.735
1366,10377,BD Medical - Medical Device Fabricating and Drug Manufacturing Plant,9450 South State Street ,,,Sandy,Salt Lake,424505,4492433,2021,,3.66283894,,,,,22.56871409,-12455761.69,4950476.735
1367,10379,"Kilgore Contracting, LLC- Valley Pit",Point of the Mountain,16500 South 500 West,,Bluffdale,Salt Lake,422250,4478500,2023,0.67012048,1.44147046,,15.75954849,,3.84950903,0.13359344,-12458536.79,4932068.203
1368,10414,Central Valley Water Reclamation Facility Wastewater Treatment Plant,800 W Central Valley Road,,,Salt Lake City,Salt Lake,422600,4506500,2023,76.69925655,18.20057364,14.697609,2.90343815,,1.82087,16.58906725,-12458459.74,4969040.243
1369,10449,LDS Church Printing Center- Salt Lake Printing Center - LDS Church,1980 W Industrial Circle,,,Salt Lake City,Salt Lake,420041,4509382,2023,1.74232079,1.88577527,0.00923709,17.21467361,,8.69463714,3.34308812,-12461872.45,4972817.133
1370,10569,"Harper-Kilgore, LLC West Valley Pit #10",5400 South 6200 West,,,Salt Lake City,Salt Lake,411500,4500500,2023,24.46141835,12.33054013,0.01100528,22.96186729,,8.53719028,7.62780243,-12472990.78,4960943.409
1371,10572,Rio Tinto Kennecott Utah Copper LLC - Central Laboratory,9800 West 2100 South,,,Magna,Salt Lake,404000,4507600,2023,1.39861847,2.1548439,0.07884271,26.72743834,,3.26601109,0.5382195,-12482985.07,4970207.778
1372,10591,Blanchard Metals Processing Company- Metals Plating & Processing,1115 S. Pioneer Rd.,,,Salt Lake City,Salt Lake,419173,4510946,2023,0.34587,0.41175,0.013176,0.21592245,,0.21117245,0.05614625,-12463039.05,4974874.399
1373,10639,LeGrand Johnson Construction Company- Moab Aggregate Plant,5101 East Old Airport Road,Near Moab,,San Juan County,San Juan,634440,4261000,2023,2.34708217,2.10649234,0.004352,10.40552523,,4.94094699,0.69854865,-12184868.29,4648482.905
1374,10645,Staker Parson Companies - Centerfield Asphalt Plant,400 North 350 East,,,Centerfield,Sanpete,429500,4330800,2023,6.27102839,3.58933667,0.00410467,3.02221826,,1.34368511,1.56169059,-12447253.37,4739379.582
1375,10794,McWane Ductile - Utah,2550 South Industrial Parkway,,,Provo,Utah,446300,4449800,2023,24.84504205,40.95200125,1.07418489,16.50584717,,13.38805495,19.23652395,-12426696.73,4894593.499
1376,10849,Utah Valley University - Orem Campus,936 South 400 West,,,Orem,Utah,439299,4458907,2023,8.87349152,3.50149802,0.01720179,0.34478865,,0.32662439,0.99562889,-12435948.46,4906487.811
1377,10884,Heber Light and Power Company- Power Plant,735 West 300 South,,,Heber City,Wasatch,463994,4483681,2023,0.744796,29.32101545,,1.24694765,,1.24694765,14.72871103,-12403768.6,4939317.003
1378,10919,Kimberly-Clark Worldwide Incorporated- Kimberly-Clark - Ogden Plant,2010 N. Rulon White Blvd.,,,Ogden,Weber,415874,4571869,2023,2.87245738,5.36727832,,6.35830814,,1.03752025,16.03147528,-12468312.9,5055787.119
1379,10928,Staker & Parson Companies- South Weber Pit Operations,2585 E South Weber Dr,,,South Weber,Davis,423400,4553700,2023,5.91104776,12.8033924,0.00672,13.37446782,,2.38493009,0.91484368,-12458054.51,5031682.361
1380,10972,Jack B. Parsons Company- Ogden Hot Mix Asphalt Facility,2350 South 1900 West,Suite 100,,Ogden,Weber,414400,4564300,2023,28.56566383,29.92375496,0.01504,4.81922923,,4.40954964,9.95337695,-12470154.06,5045669.31
1381,11178,Packaging Corporation of America - Salt Lake Corrugated Container Manufacturing Facility,451 North 5600 West,,,Salt Lake City,Salt Lake,413327,4514776,2023,4.97110673,3.49270412,0.0042272,1.22195597,,0.25097501,8.7030945,-12470805.35,4979857.068
